uuid,invoiceId,date,school,sorority,product,amount,productQty,unitPrice
c83b1caa-2d86-41f9-ae36-8aab783ea9df,1730,2023-10-13,UCF,Kappa Kappa Gamma,Santa Monica Tank,600.0,30,20
4c4927ea-b60f-4f4f-9344-f02a50396630,1730,2023-10-13,UCF,Kappa Kappa Gamma,Santa Monica Tank,500.0,25,20
b8f677c5-20da-41e6-ba4b-06a8107a8036,1727,2023-10-13,EWU,Alpha Phi,Unisex Tee,660.0,30,22
2d4c652d-c7fa-461d-9131-572aa145eed6,1726,2023-10-13,Pacific,Alpha Phi,Unisex Hoodie,660.0,12,55
a34f8e94-4399-4cff-9a72-57e4952c89fe,1725,2023-10-13,UCI,Alpha Phi,Lace Tank,2002.0,91,22
18fcea03-7934-491f-8916-68f794b7f078,1724,2023-10-13,Penn State,Zeta Tau Alpha,Unisex Hoodie,2166.0,57,38
e264ba5b-d42f-408b-9e87-c2e8e7e7af61,1724,2023-10-13,Penn State,Zeta Tau Alpha,Catalina Flare Sweats,1710.0,45,38
7d824016-2189-4cd4-a510-d78422988c57,1724,2023-10-13,Penn State,Zeta Tau Alpha,San Clemente Shorts,420.0,14,30
02289b7a-c116-4123-bb42-a889a6230346,1723,2023-10-13,West Chester,Delta Phi Epsilon,Unisex Tee,1848.0,84,22
4f21ce84-303b-40f4-b9b4-8e3a81c64c82,1723,2023-10-13,West Chester,Delta Phi Epsilon,Unisex Tee,330.0,15,22
a37bbf0c-d4a1-457f-a072-7853abb589f5,1722,2023-10-13,UC Davis,Alpha Phi,Tube Top,600.0,20,30
c11e4d79-5063-4e5d-981f-4b37501aa431,1722,2023-10-13,UC Davis,Alpha Phi,Unisex Tee,240.0,12,20
9a5569a4-6f62-4aa1-9989-60508777f21b,1712,2023-10-09,Nevada,Alpha Xi Delta,Unisex Hoodie,494.0,13,38
9c3b17bb-3cf1-4225-98d6-d23c0f592c58,1712,2023-10-09,Nevada,Alpha Xi Delta,Credit Card Fee,14.82,1,14.82
359528cc-ff66-419b-bbbd-2602fc7b501f,1749,2023-10-18,St. Joseph,Alpha Omicron Pi,Santa Monica Tank,300.0,12,25
ccee94b4-5013-4756-8c09-2178382ec09c,1749,2023-10-18,St. Joseph,Alpha Omicron Pi,Credit Card Fee,9.0,1,9
0ccca8f1-b0d1-49a1-99d6-c2892948a7c9,1733,2023-10-13,Iona,Phi Sigma Sigma,Unisex Tee,1600.0,80,20
a51f9f58-7235-4823-84cc-c1b69a24634c,1733,2023-10-13,Iona,Phi Sigma Sigma,Credit Card Fee,48.0,1,48
5bc5a6f0-75ea-41eb-857a-60dba8dfc860,1721,2023-10-11,UCI,Sigma Pi,Basketball Shorts,425.0,17,25
e3a4ee43-e8a3-45ea-9d3e-8d9abbea70d4,1721,2023-10-11,UCI,Sigma Pi,Credit Card Fee,12.75,1,12.75
c15a4f1d-9a0d-458e-9363-48df13961d13,1741,2023-10-17,UCSB,Pi Beta Phi,Comfort Colors 1717,1700.0,100,17
8c24c14c-11e0-4cb1-880b-28c174d9f519,1741,2023-10-17,UCSB,Pi Beta Phi,Credit Card Fee,51.0,1,51
4f5d2f86-6034-4390-afd4-6f58a55e504d,1719,2023-10-11,Purdue,Zeta Tau Alpha,Santa Monica Tank,600.0,30,20
2352392b-b613-401d-8a60-aff87430c10a,1718,2023-10-11,CSULB,Alpha Omicron Pi,Unisex Crewneck,1850.0,74,25
d7a52cb8-de86-4580-83d4-4c3ad1d2262f,1715,2023-10-11,KSU,Alpha Omicron Pi,Venice Tee,680.0,34,20
0a16d6e9-55f4-4c20-89f3-708239043c3e,1715,2023-10-11,KSU,Alpha Omicron Pi,Credit Card Fee,20.4,1,20.4
9c1f470b-317a-43af-a329-6e7f438424d8,1707,2023-10-09,Adelphi,Delta Gamma,Football Jersey,1410.0,47,30
5c766e2b-ed5e-4ec1-b9d9-48c4b8b053fe,1707,2023-10-09,Adelphi,Delta Gamma,Credit Card Fee,42.3,1,42.3
a2348baa-c95b-4df5-9bec-67f89ce75885,1743,2023-10-17,Florida,Delta Phi Epsilon,Unisex Tee,3330.0,185,18
90b0e84e-0538-42cd-8fed-ae215da9fe20,1743,2023-10-17,Florida,Delta Phi Epsilon,Credit Card Fee,99.9,1,99.9
bc676a98-3813-48c9-83d2-1cf74e792ed9,1696,2023-10-06,UCLA,Chi Omega,Unisex Tee,2445.0,163,15
0519adb1-0a6d-4631-ba5a-dc02c7c1ef96,1696,2023-10-06,UCLA,Chi Omega,Credit Card Fee,73.35,1,73.35
d13a3df0-cc65-480d-8750-38f3b673d729,1720,2023-10-11,LMU,Alpha Phi,Newport Tee,2460.0,123,20
5ba3cd35-1a58-40a4-9376-d4b6e5025d81,1720,2023-10-11,LMU,Alpha Phi,Credit Card Fee,73.8,1,73.8
bbfac528-fdeb-4cd7-8f02-3aacbfb48bac,1711,2023-10-09,Miami,Alpha Kappa Psi,Unisex Hoodie,2840.0,71,40
7a67a2a1-ff3f-4cda-a106-72bc8d0bf973,1711,2023-10-09,Miami,Alpha Kappa Psi,Oceanside Sweats,1225.0,35,35
0b8b94c7-50b7-43b0-9b29-59ce52549dbb,1710,2023-10-09,Duquesne,Zeta Tau Alpha,Newport Tee,1254.0,66,19
fba3abbc-13ac-4bdf-8afb-f605763ea083,1710,2023-10-09,Duquesne,Zeta Tau Alpha,Newport Tee,646.0,34,19
fc7fe811-a9cc-42a5-8ac7-d88553b8bab3,1709,2023-10-09,Mizzou,Chi Omega,Unisex Hoodie,3075.0,82,37.5
7d177b5a-464f-47f0-be95-51b231017226,1709,2023-10-09,Mizzou,Chi Omega,Oceanside Sweats,1650.0,44,37.5
c66cb9fc-1e43-415c-9c05-5679092797d4,1708,2023-10-09,ASU,Kappa Delta,Unisex Hoodie,600.0,8,75
122fd9b4-c90e-4b07-a5d1-959519e218ef,1708,2023-10-09,ASU,Kappa Delta,Catalina Flare Sweats,600.0,8,75
32d7be06-af13-4f5c-bb59-289a3ea82b2f,1617,2023-09-15,North Dakota,Delta Gamma,Newport Tee,1540.0,77,20
e96a48ef-c3b6-46ea-adef-baa6e57d31b9,1735,2023-10-13,WKU,National Panhellenic Conference,Unisex Crewneck,480.0,12,40
c0b240f4-3616-4b7a-88af-b753db94fa44,1735,2023-10-13,WKU,National Panhellenic Conference,Oceanside Sweats,480.0,12,40
2e56f618-1a6a-40cb-830e-e84e1b61ecf2,1735,2023-10-13,WKU,National Panhellenic Conference,Credit Card Fee,28.8,1,28.8
49b0e57a-3da2-489d-abce-bca68d8c89d9,1728,2023-10-13,SFSU,Alpha Phi,Lace Tank,1775.0,71,25
2c8f4bea-b2c3-490e-9113-c976291a7e45,1728,2023-10-13,SFSU,Alpha Phi,Unisex Tee,1936.0,88,22
8a6d265b-b36d-423e-bb25-1e31a962c19e,1728,2023-10-13,SFSU,Alpha Phi,Credit Card Fee,111.33,1,111.33
599442c1-f5c2-48c8-b700-7473c29df7b5,1729,2023-10-13,Emory,Delta Delta Delta,Newport Tee,1100.0,50,22
98fd0365-0ec4-40e1-abde-ec4b615dc287,1729,2023-10-13,Emory,Delta Delta Delta,Credit Card Fee,33.0,1,33
28fdf9e9-7c9a-4bed-8c8e-3146c518ac35,1705,2023-10-06,URI,Sigma Kappa,Unisex Pocket Tee,2958.0,174,17
0838330c-194d-4dac-9932-fb972f9ee5d6,1705,2023-10-06,URI,Sigma Kappa,Credit Card Fee,88.74,1,88.74
6379e507-22aa-4475-884f-559939d49b0a,1704,2023-10-06,CSUN,Delta Zeta,Venice Tee,1360.0,68,20
ebfd40a0-83b0-4a9c-a380-3ce646affc4d,1703,2023-10-06,Michigan State,Zeta Tau Alpha,Unisex Crewneck,2040.0,51,40
dff8766b-a1e1-4b58-b067-4f18e9eed88d,1700,2023-10-06,Miami,Alpha Delta Pi,Hermosa Tank,1260.0,70,18
6bc2a3d8-6c98-4b00-b292-758777f9647c,1699,2023-10-06,Ohio State,Alpha Chi Omega,Unisex Crewneck,1925.0,55,35
54ae3167-2fb1-4af2-9450-495bcbf2e565,1699,2023-10-06,Ohio State,Alpha Chi Omega,San Clemente Shorts,1595.0,58,27.5
a205b4ea-e42e-4aa0-b0d7-40fbb5c59c15,1697,2023-10-06,Michigan,Delta Delta Delta,Unisex Crewneck,2737.5,73,37.5
afb60517-8855-4e95-9f69-3b1ef9faa343,1697,2023-10-06,Michigan,Delta Delta Delta,San Clemente Shorts,2325.0,62,37.5
f6ddef39-738b-43cd-95a5-bbbdf56fdec6,1697,2023-10-06,Michigan,Delta Delta Delta,Credit Card Fee,151.87,1,151.87
0224afdf-7ddd-4e5b-a3d2-8325e17e02cf,1693,2023-10-06,Maryland,Gamma Phi Beta,Malibu Tank,2920.0,146,20
ab229fa7-dcf7-449a-b323-4a65d1642c44,1693,2023-10-06,Maryland,Gamma Phi Beta,Malibu Tank,200.0,10,20
6c493a6b-78c6-4c25-92f8-c879fcd432ed,1716,2023-10-11,St. Louis University,Gamma Phi Beta,Newport Tee,1000.0,50,20
2acb327d-b906-42a8-926f-63508434e04d,1716,2023-10-11,St. Louis University,Gamma Phi Beta,Catalina Flare Sweats,1520.0,38,40
a3252a5c-a64e-4e04-92de-2079cc563294,1716,2023-10-11,St. Louis University,Gamma Phi Beta,Unisex Crewneck,1050.0,35,30
d3bd7eb3-4853-4873-a637-23a1b3124178,1716,2023-10-11,St. Louis University,Gamma Phi Beta,Unisex Crewneck,1260.0,42,30
fa74055c-85c9-4abe-a5e8-7bcb6d516f63,1716,2023-10-11,St. Louis University,Gamma Phi Beta,Credit Card Fee,144.9,1,144.9
ed793fed-df20-48d4-a25e-f9e7f6c2b265,1717,2023-10-11,USC,Alpha Delta Pi,Newport Tee,160.0,8,20
fc5c9430-cef5-400e-97ae-83c12e92486e,1717,2023-10-11,USC,Alpha Delta Pi,Credit Card Fee,4.8,1,4.8
928c0821-7f1b-423f-9599-ee2c6c343e48,1685,2023-10-04,Miami,Alpha Chi Omega,Unisex Crewneck,1995.0,57,35
2864bac4-5a0a-4021-8da1-3afb237b0178,1685,2023-10-04,Miami,Alpha Chi Omega,San Clemente Shorts,1260.0,42,30
c483a086-da9a-4c3f-a807-e2e5b5f3371f,1685,2023-10-04,Miami,Alpha Chi Omega,Newport Tee,2040.0,68,30
601b2b94-b256-4b90-aedb-f4dc209a9cc0,1685,2023-10-04,Miami,Alpha Chi Omega,Baseball Hat,342.0,19,18
7f77042e-1253-4852-8ffa-8356526b3580,1684,2023-10-04,Pacific,Alpha Phi,Unisex Tee,1984.0,124,16
4d22688e-e970-48e9-a62f-2c647b39875b,1684,2023-10-04,Pacific,Alpha Phi,Newport Tee,1100.0,50,22
ba634750-4460-454d-ac80-454f5ccc10f1,1682,2023-10-04,Indiana,Phi Mu,Newport Tee,4320.0,144,30
3b6e1c8e-cbc9-4a34-89b0-ad3fb3dfa1e5,1682,2023-10-04,Indiana,Phi Mu,Credit Card Fee,129.6,1,129.6
fae1f08b-2154-4b41-b51d-f7fecadb7838,1657,2023-09-28,SUNY Cortland,Alpha Phi,Unisex Hoodie,2698.0,71,38
255c7e77-64bf-4c64-aa93-bd79f0782f78,1657,2023-09-28,SUNY Cortland,Alpha Phi,Catalina Flare Sweats,2485.0,71,35
24b1c072-0ee0-4fca-81eb-1cd619275454,1657,2023-09-28,SUNY Cortland,Alpha Phi,Credit Card Fee,151.2,1,151.2
20a6eaa7-a9af-42fd-a21d-905a6a16a9ad,1713,2023-10-09,Syracuse,Alpha Chi Omega,Malibu Tank,2400.0,120,20
d34bc2b1-588a-44c4-ab58-f648c8247c82,1713,2023-10-09,Syracuse,Alpha Chi Omega,Credit Card Fee,72.0,1,72
407d41c8-0132-4b83-9dec-4aefbad0b979,1706,2023-10-09,Chico,Theta Chi,Venice Tee,1200.0,60,20
bec3355c-6502-490d-abe5-f369c6f71af7,1706,2023-10-09,Chico,Theta Chi,Credit Card Fee,36.0,1,36
d4927c4d-1d75-4b1d-9932-b397ecae86d2,1694,2023-10-06,,Freshly Brewed,Newport Tee,480.0,16,30
60b77290-56ef-476f-9696-7cb9c9add540,1694,2023-10-06,,Freshly Brewed,Credit Card Fee,14.4,1,14.4
e8faa87f-3771-485e-8faf-7d184860f634,1701,2023-10-06,Boise State,Alpha Sigma Alpha,Newport Tee,3230.0,190,17
4aaedf80-4675-4941-9a07-eec484db6889,1701,2023-10-06,Boise State,Alpha Sigma Alpha,Credit Card Fee,96.9,1,96.9
9242d328-25fd-463f-b5e3-8ad104fee5c6,1688,2023-10-04,Florida,Alpha Omicron Pi,Hermosa Tank,1300.0,52,25
1814e600-93fe-4c5e-980c-8b79e53073f1,1688,2023-10-04,Florida,Alpha Omicron Pi,Credit Card Fee,39.0,1,39
bbfae397-5906-49b0-84f7-3e9130c53260,1695,2023-10-06,Maryland,Delta Phi Epsilon,Unisex Hoodie,1254.0,33,38
abd986bc-b913-453d-9673-43dd8d884480,1695,2023-10-06,Maryland,Delta Phi Epsilon,Catalina Flare Sweats,1102.0,29,38
ff438274-c6a1-4c9c-b7ca-193bd7497585,1695,2023-10-06,Maryland,Delta Phi Epsilon,Credit Card Fee,70.68,1,70.68
a822cb2b-e0f0-4f1b-8750-59b161f70f52,1698,2023-10-06,UC Irvine,Pi Beta Phi,Tote Bag,288.0,24,12
a652c304-6ea0-42b6-bd4d-935156796dbc,1698,2023-10-06,UC Irvine,Pi Beta Phi,Credit Card Fee,8.64,1,8.64
9890d98a-6697-4525-91bb-cfd200602853,1529,2023-08-23,SLO,Gamma Phi Beta,Santa Monica Tank,2975.0,170,17.5
8d822b1c-4a50-4a4a-a94f-57f98073cc91,1702,2023-10-06,Northeastern,Alpha Chi Omega,Unisex Hoodie,660.0,12,55
e989b6b9-72b8-41ea-aefd-a25eb58b55ee,1702,2023-10-06,Northeastern,Alpha Chi Omega,Credit Card Fee,19.8,1,19.8
8914b2fc-3a99-4c4d-b3db-b9fa7b267ced,1692,2023-10-06,Virginia Tech,Alpha Phi,Venice Tee,10.0,1,10
3fc54ab4-c6cf-446b-b54a-f1437c8adaf4,1390,2023-07-28,UC Davis,Alpha Delta Pi,STITCH1,1260.0,63,20
6ddab668-243b-4e13-b096-5feb1330fcd1,1390,2023-07-28,UC Davis,Alpha Delta Pi,BASE2,1980.0,99,20
98bd90e4-71ef-45d5-b806-8922b0b27d52,1390,2023-07-28,UC Davis,Alpha Delta Pi,Credit Card Fee,97.2,1,97.2
f144c891-0609-4c26-b9d5-79a6311691c3,1686,2023-10-04,Florida,Delta Phi Epsilon,Venice Tee,1872.5,107,17.5
cfc61e38-aff8-4ec3-8f3c-8a514fc6e8d2,1686,2023-10-04,Florida,Delta Phi Epsilon,Santa Monica Tank,2862.0,159,18
04ab2f57-44fa-4f67-8eb3-ab651491159b,1686,2023-10-04,Florida,Delta Phi Epsilon,Credit Card Fee,142.03,1,142.03
50a5d2a1-bd0b-4fe4-b195-64c5597090b5,1669,2023-09-30,,Alpha Phi,Unisex Hoodie,1092.0,26,42
5e973dc0-5331-4f3f-a8d2-7c06a7a4d673,1669,2023-09-30,,Alpha Phi,Credit Card Fee,32.76,1,32.76
8d137ec3-c2a2-4822-9f24-ddf93eff1dd4,1558,2023-08-31,Purdue,Kappa Alpha Theta,Venice Tee,1044.0,58,18
0dc5ee53-a81d-4637-914d-94fa2d799c9f,1558,2023-08-31,Purdue,Kappa Alpha Theta,Credit Card Fee,31.32,1,31.32
2d8771c8-6003-41f6-b755-5863b8335947,1615,2023-09-15,Chicago,Kappa Alpha Theta,Unisex Tee,756.0,42,18
943c7167-67be-4708-ae94-429f79cc0670,1615,2023-09-15,Chicago,Kappa Alpha Theta,Credit Card Fee,22.68,1,22.68
1a29cd8b-e8f1-4395-8498-bc539a43eec1,1690,2023-10-04,Becca,Phi Sigma Rho,Newport Tee,340.0,17,20
a0d0c606-926e-4a11-9ddb-87f2d149c79d,1690,2023-10-04,Becca,Phi Sigma Rho,Credit Card Fee,10.2,1,10.2
8832d658-2c4e-4b63-a110-96089d768237,1672,2023-09-30,Arizona,Chi Omega,Unisex Hoodie,2100.0,42,50
f256b60b-4d85-4983-8219-2c8a7c46d912,1672,2023-09-30,Arizona,Chi Omega,Oceanside Sweats,1015.0,29,35
319957bd-9c1e-4379-808b-c8d373982ba8,1672,2023-09-30,Arizona,Chi Omega,Trucker Hat,420.0,21,20
a8d316fa-755c-4a74-acc8-5fefec726b55,1672,2023-09-30,Arizona,Chi Omega,Credit Card Fee,106.05,1,106.05
2174077f-6de6-4933-a9dd-499b195b4502,1597,2023-09-09,Arizona,Alpha Phi,Malibu Tank,2475.0,150,16.5
6705dc9a-79d7-42b2-be28-4baf8b8bcd2e,1597,2023-09-09,Arizona,Alpha Phi,Discount,-742.5,1,-742.5
e9134792-ef34-4e5f-a75c-48f91f2b4766,1664,2023-09-28,Penn State,Alpha Xi Delta,Corduroy Hat,374.0,17,22
ee4f6385-869c-4c80-9664-d57d378951a0,1664,2023-09-28,Penn State,Alpha Xi Delta,Newport Tee,400.0,20,20
b85bc818-9d80-4673-8c6a-03bf2f5f5394,1664,2023-09-28,Penn State,Alpha Xi Delta,Unisex Hoodie,4360.0,109,40
293e5777-5bdd-49d5-836c-fb2484b6235c,1664,2023-09-28,Penn State,Alpha Xi Delta,Unisex Hoodie,2070.0,46,45
e7d79140-e75c-4462-bc90-0be8da3d1586,1664,2023-09-28,Penn State,Alpha Xi Delta,Catalina Flare Sweats,1875.0,50,37.5
42779a7c-960e-43e8-b31f-a014ce4472d4,1664,2023-09-28,Penn State,Alpha Xi Delta,Credit Card Fee,272.37,1,272.37
fbda7333-ff96-4ca6-b528-aaa4dc740047,1659,2023-09-28,South Carolina,Phi Mu,Credit Card Fee,4680.0,130,36
9a8789f4-9d53-4a33-af41-9f7a8fd4283d,1659,2023-09-28,South Carolina,Phi Mu,San Clemente Shorts,3416.0,122,28
8b0cdae4-53de-4e5a-b59a-d23ee7de2041,1659,2023-09-28,South Carolina,Phi Mu,Credit Card Fee,242.88,1,242.88
50224cd5-6af5-42fa-b0db-1e5c60d78dde,1671,2023-09-30,Emory,Delta Delta Delta,Venice Tee,10.0,1,10
17f3e8ca-21ee-4e8c-a3d5-93d52364db34,1665,2023-09-29,Boulder,Alpha Chi Omega,Unisex Hoodie,720.0,15,48
06834e02-a875-4990-a6c7-caa8b39e0e68,1665,2023-09-29,Boulder,Alpha Chi Omega,Credit Card Fee,21.6,1,21.6
7fc301e3-2904-4eaf-9829-10c7aacf4d09,1663,2023-09-28,,Nichols College Women's Leadership,Unisex Hoodie,680.0,17,40
ee14236c-8f7f-4abc-a716-5653fead79c7,1663,2023-09-28,,Nichols College Women's Leadership,San Clemente Shorts,50.0,2,25
7b7d95aa-7ca2-4e4b-be01-6c88a6db1de9,1663,2023-09-28,,Nichols College Women's Leadership,Credit Card Fee,21.9,1,21.9
9082499e-21bb-4a47-9271-3288ecbdbb46,1655,2023-09-28,Iona,Gamma Lambda Rho,Unisex Long Sleeve,855.0,57,15
00c54518-661e-468f-92bb-34d40e52ffa2,1655,2023-09-28,Iona,Gamma Lambda Rho,Credit Card Fee,25.65,1,25.65
06ae71c9-2c64-4510-9ea9-3627eb311447,1645,2023-09-21,Duquesne,Sigma Kappa,Venice Tee,1350.0,75,18
159b80c5-91ba-43f1-8096-0737616f49e8,1662,2023-09-28,Trinity,The Stella Society,Unisex Hoodie,840.0,21,40
cce5175b-a28e-417c-827d-f6df9da91e76,1662,2023-09-28,Trinity,The Stella Society,Credit Card Fee,25.2,1,25.2
ecde85aa-78fc-48f3-8b34-690ecbb0ecf0,1311,2023-07-15,Chico,Alpha Delta Pi,Unisex Crewneck,405.0,9,45
3e2948c8-327e-475e-b95f-2fd09386e8c7,1311,2023-07-15,Chico,Alpha Delta Pi,Credit Card Fee,12.15,1,12.15
4e7cfbf4-508a-486a-a45e-ef90b58421a9,1618,2023-09-15,Rhode Island,Sigma Kappa,Banner,150.0,1,150
a825c009-4ffe-4d89-be57-593548db1364,1618,2023-09-15,Rhode Island,Sigma Kappa,Credit Card Fee,4.5,1,4.5
51835467-299b-4e41-9d7c-66eb9f0caf4c,1626,2023-09-19,Iona,Phi Sigma Sigma,Unisex Tee,1386.0,77,18
06a05250-182c-42aa-a465-23062c7eb6ed,1626,2023-09-19,Iona,Phi Sigma Sigma,Credit Card Fee,41.58,1,41.58
67245832-653c-4edb-b115-5d679bde605b,1642,2023-09-21,Chico State,Alpha Delta Pi,Baseball Hat,54.0,3,18
d9292686-d40f-459b-8071-a81607b283fe,1527,2023-08-23,Indiana,Alpha Chi Omega,Laguna Tank,2975.0,175,17
0075be73-992a-4a0e-8f32-8e9eb159bef0,1540,2023-08-29,FSU,Delta Zeta,Santa Monica Tank,4004.0,286,14
e6b47065-8fe0-4c7c-b6ac-152d2fc6c165,1566,2023-09-05,CMU,Sigma Kappa,Venice Tee,702.0,39,18
0cf0c868-fa2d-4019-89e0-36a9ced60efd,1605,2023-09-11,Brooke,Alpha Phi,Unisex Tee,1474.0,67,22
7d0635f1-9e28-4d04-9782-1176b2a3bdc9,1382,2023-07-27,Arlington,Alpha Chi Omega,BASE2,60.0,3,20
06891468-ec57-410b-99e7-3df8ae1374b5,1401,2023-08-01,West Chester,Delta Zeta,BABY2,1347.5,77,17.5
f1502b43-7e02-473d-a6c9-4a5b9d1b5084,1401,2023-08-01,West Chester,Delta Zeta,4SHO,2062.5,75,27.5
abda2afe-dcee-41aa-8518-3077358c8b25,1582,2023-09-07,Miami,Alpha Phi,SOUTH1,3180.0,159,20
a4fa9090-189d-42dc-8107-9d1ace29d818,1602,2023-09-11,Texas,Alpha Phi,Malibu Tank,1740.0,87,20
f3c5d621-1f77-4646-b204-3a69483ebae4,1602,2023-09-11,Texas,Alpha Phi,Unisex Hoodie,2205.0,49,45
d6cfab20-321d-44e2-a2f6-391f7c124839,1602,2023-09-11,Texas,Alpha Phi,Sticker,52.0,26,2
5c1c377e-b0c8-46df-ab30-2190c506740b,1602,2023-09-11,Texas,Alpha Phi,Sticker,52.0,26,2
d95bcca8-56c1-40be-b013-03c83fcd1c88,1602,2023-09-11,Texas,Alpha Phi,Sticker,52.0,26,2
9a7182ca-0507-4d92-a7c8-9402bba2b769,1587,2023-09-08,SLO,Sigma Kappa,Corduroy Hat,1700.0,85,20
f4855594-581a-4a04-9210-08e150bddef7,1565,2023-09-05,Indiana,Sigma Delta Tau,Newport Tee,2844.0,158,18
58258c60-4ea5-4121-9c00-1286da2a32d7,1586,2023-09-08,Miami,Alpha Delta Pi,Newport Tee,1000.0,50,20
1dfb69bb-7854-47a7-8d92-acb9e061feb6,1578,2023-09-07,FAU,Theta Phi Alpha,Unisex Tee,1996.5,121,16.5
8719f815-687c-4713-99da-8cfe25007f24,1573,2023-09-06,UCI,Alpha Phi,Venice Tee,1900.0,95,20
31000778-0b63-4adc-890c-acca28b9449d,1573,2023-09-06,UCI,Alpha Phi,Backpack,1344.0,48,28
5eaa27a8-da60-4b81-8b0f-c2e04234f9a1,1573,2023-09-06,UCI,Alpha Phi,Sticker,100.0,50,2
2d6468af-07e1-4a18-b142-d08654dbbaf4,1579,2023-09-07,Iowa,Alpha Phi,Unisex Hoodie,1260.0,36,35
aa2ebc88-0aad-4db2-8328-b7ba370742a4,1579,2023-09-07,Iowa,Alpha Phi,Oceanside Sweats,1190.0,34,35
ab1dd843-4917-426d-aea1-309e3d1eae2b,1600,2023-09-11,UCF,Alpha Epsilon Phi,District 6021,2916.0,162,18
1214252b-2e70-465b-a013-02b24d693681,1404,2023-08-01,West Chester,Zeta Tau Alpha,BASE2,1404.0,78,18
de18c508-aae7-4fb4-9528-8883c9c39752,1404,2023-08-01,West Chester,Zeta Tau Alpha,4SHO,1768.0,68,26
7978afe9-0ff3-4cc1-a46e-8884fd5f2936,1431,2023-08-04,Virginia Tech,Zeta Tau Alpha,BABY1,396.0,18,22
995be4b2-eea2-4b2a-8dad-cd55792ad765,1431,2023-08-04,Virginia Tech,Zeta Tau Alpha,BABY2,66.0,3,22
5d5349ad-88d8-4580-915b-ad4f05128ddf,1564,2023-09-01,SLO,Alpha Chi Omega,Newport Tee,3432.0,156,22
9e60f9fa-127c-4a9b-b83d-52c0556e86d7,1564,2023-09-01,SLO,Alpha Chi Omega,Newport Tee,1870.0,85,22
b5a8f0e1-e206-4e76-b6f0-27aa7cbd2c95,1608,2023-09-12,Widener,Phi Sigma Sigma,Malibu Tank,846.0,47,18
2640a856-f657-4f2e-a3d2-70c6bca91f47,1608,2023-09-12,Widener,Phi Sigma Sigma,San Clemente Shorts,1242.0,46,27
dd49b5ed-2021-4f60-8876-0625f77d186d,1092,2023-04-25,,Vangst,Next Level 3600,2250.0,150,15
2a97fe59-a815-4f7a-bdfb-57c50be87ce0,1583,2023-09-07,UCI,Pi Beta Phi,Venice Tee,1496.0,68,22
86bffbb5-f78a-4cf1-8861-32b56edf0a42,1583,2023-09-07,UCI,Pi Beta Phi,Credit Card Fee,44.88,1,44.88
335632e7-babe-439a-8a85-8b2ab1c147b7,1607,2023-09-12,Purdue,Phi Sigma Rho,Newport Tee,240.0,12,20
450f8e26-099e-4bca-959a-b4374afff4d0,1607,2023-09-12,Purdue,Phi Sigma Rho,Malibu Tank,540.0,27,20
9d8ece71-c5b6-437c-87a2-01f24e1de540,1607,2023-09-12,Purdue,Phi Sigma Rho,San Clemente Shorts,672.0,24,28
5826d673-1334-415a-9caf-718524edcb22,1607,2023-09-12,Purdue,Phi Sigma Rho,Credit Card Fee,43.56,1,43.56
0d4e0116-4c02-4291-8035-69524ba72367,1613,2023-09-14,Purdue,Phi Sigma Rho,Unisex Tee,1160.0,58,20
d74a4738-b34a-4c4a-9f2d-f3745e5de032,1613,2023-09-14,Purdue,Phi Sigma Rho,Laguna Tank,420.0,21,20
e945e873-64c8-4f12-b9b6-fe67e3942942,1613,2023-09-14,Purdue,Phi Sigma Rho,Venice Tee,300.0,15,20
f633f81b-5e16-459d-a515-8ab2bba6889d,1613,2023-09-14,Purdue,Phi Sigma Rho,Credit Card Fee,56.4,1,56.4
1933e903-ecc4-45bd-9967-4b05932db8d2,1639,2023-09-21,Boise State,Alpha Chi Omega,Baseball Hat,990.0,55,18
5b4e57dc-4a89-42d4-b7e9-910c3904045d,1639,2023-09-21,Boise State,Alpha Chi Omega,Credit Card Fee,29.7,1,29.7
7adabad6-6153-4e0d-bd3f-f3eac0eb7f59,1625,2023-09-19,Kansas,Pi Beta Phi,Trucker Hat,400.0,20,20
e9605c53-ffb4-4725-bc6a-a822f5076334,1625,2023-09-19,Kansas,Pi Beta Phi,Credit Card Fee,12.0,1,12
b6615bc0-85be-49fc-8cf6-c6f1521080ec,1287,2023-07-07,CSUF,Sigma Kappa,Backpack,2329.6,104,22.4
c76c744b-ca3e-485c-a81e-fc6145f37ace,1287,2023-07-07,CSUF,Sigma Kappa,BASE1,921.6,64,14.4
0aed1d3c-52bd-4893-8bdc-2843d6e5f81c,1549,2023-08-30,Valdosta,Kappa Delta,Catalina Flare Sweats,1360.0,34,40
2ab3e4a9-1e0b-491f-a29b-e3f04f9ec0c0,1549,2023-08-30,Valdosta,Kappa Delta,Unisex Crewneck,1365.0,39,35
5e131faf-25f7-486f-87a8-e7c39f7ed2d3,1280,2023-07-07,Purdue,Sigma Kappa,BASE1,432.0,27,16
ec1bf115-ffc9-42d1-90dd-801fabc67d8f,1280,2023-07-07,Purdue,Sigma Kappa,BASE1,400.0,25,16
1068eec8-def7-4e37-83c5-7ad18d060a4c,1280,2023-07-07,Purdue,Sigma Kappa,BASE1,432.0,27,16
850f2851-c9f1-4f9f-8b9b-84587c2877bd,1280,2023-07-07,Purdue,Sigma Kappa,BASE1,432.0,27,16
